Vendor;Description;Category;Url;FeedStatus
mthcht;VPN ProtonVPN IPs;IP;https://github.com/mthcht/awesome-lists/blob/main/Lists/VPN/ProtonVPN/protonvpn_ip_list.csv;Active
mthcht;Suspicious TLDs;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/TLDs;Active
mthcht;Suspicious ASNs;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/ASNs;Active
mthcht;Maxmind GeoIP Database Extracted;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/ASNs/correlation_maxmind_geo_db/maxmind_databases/extracted;Active
mthcht;Suspicious CERTs signer;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/CERTS;Active
mthcht;Suspicious Browser Extensions;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/Browser%20Extensions;Active
mthcht;Phishing domains and urls;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/Phishing;Active
mthcht;Sinkholed servers Domains folder;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/Domains;Active
mthcht;TOR Nodes Lists folder;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/TOR;Active
mthcht;RMM detection;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/RMM;Active
mthcht;Important Roles and groups for AD/EntraID/AWS;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/permissions;Active
mthcht;DNSTWIST Lists;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/Phishing/DNSTWIST;Active
mthcht;PROXIES PROXY IP/Port Lists;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/PROXY;Active
mthcht;Companies IP Range Lists (Default);REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/Ranges_IP_Address_Company_List/bgp.he.net;Active
mthcht;Companies IP Range Lists (Microsoft);REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/Ranges_IP_Address_Company_List/Microsoft;Active
mthcht;Microsoft Defender AV signatures lists;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/AV%20signatures/Defender;Active
mthcht;Microsoft Defender AV yara rules;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/Others/Defender_yara_rules;Active
mthcht;ClamAV signatures lists;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/AV%20signatures/ClamAV;Active
mthcht;Others correlation Lists;REPO;https://github.com/mthcht/awesome-lists/tree/main/Lists/Others;Active
mthcht;Sigma Rules by mthcht;REPO;https://github.com/mthcht/sigma/tree/master/rules;Active
mthcht;ALL TI Reports;REPO;https://github.com/mthcht/ThreatIntel-Reports;Active
Splunk;Splunk Detections Rules;REPO;https://research.splunk.com/detections/;Active
Elastic;Elastic Detection Rules;REPO;https://github.com/elastic/detection-rules;Active
The-DFIR-Report;DFIR-Report Sigma-Rules;REPO;https://github.com/The-DFIR-Report/Sigma-Rules;Active
JoeSecurity;JoeSecurity Sigma-Rules;REPO;https://github.com/joesecurity/sigma-rules/tree/master/rules;Active
mdecrevoisier;SIGMA detection rules;REPO;https://github.com/mdecrevoisier/SIGMA-detection-rules;Active
P4T12ICK;Sigma Rule Repository;REPO;https://github.com/P4T12ICK/Sigma-Rule-Repository;Active
tsale;Sigma Rules;REPO;https://github.com/tsale/Sigma_rules;Active
Bert-JanP;KQL Hunting Queries;REPO;https://github.com/Bert-JanP/Hunting-Queries-Detection-Rules;Active
0x4D31;Awesome Threat Detection;REPO;https://github.com/0x4D31/awesome-threat-detection;Active
LOTS;Living Off Trusted Sites;URL;https://lots-project.com/;Active
loldrivers;LOLDrivers;URL;https://www.loldrivers.io/;Active
lolc2;LOLC2;REPO;https://github.com/lolc2/lolc2.github.io;Active
LOLESXi-Project;LOLESXI;REPO;https://github.com/LOLESXi-Project/LOLESXi;Active
LOLOLFarm;LOLOLFarm;URL;https://lolol.farm/;Active
BushidoUK;Tools used by Russian APT;REPO;https://github.com/BushidoUK/Russian-APT-Tool-Matrix;Active
CERT-UA;CERT UA RSS Feed;RSS;https://cert.gov.ua/api/articles/rss;Active
CISA;CISA Cybersecurity Advisories;RSS;https://www.cisa.gov/cybersecurity-advisories/all.xml;Active
Microsoft;Microsoft Threat Intel Feed;RSS;https://www.microsoft.com/en-us/security/blog/topic/threat-intelligence/feed;Active
Google;Google Threat Intelligence Feed;RSS;https://feeds.feedburner.com/threatintelligence/pvexyqv7v0v;Active
Palo Alto;Unit42 Threat Intel RSS;RSS;https://unit42.paloaltonetworks.com/feed/;Active
Cisco;Talos Intelligence Feed;RSS;https://feeds.feedburner.com/feedburner/Talos;Active
TheDFIRReport;The DFIR Report Feed;RSS;https://thedfirreport.com/feed/;Active
Checkpoint;Checkpoint Research Feed;RSS;https://research.checkpoint.com/feed;Active
Kaspersky;Securelist APT Attacks Feed;RSS;https://securelist.com/threat-category/apt-targeted-attacks/feed/;Active
MITRE;MITRE ATT&CK Matrix Navigator;FRAMEWORK;https://mitre-attack.github.io/attack-navigator/;Active
MITRE;CVE Vulnerability Database;FRAMEWORK;https://cve.mitre.org/;Active
andreacristaldi;APTMAP (APT Tracker);FRAMEWORK;https://github.com/andreacristaldi/APTmap;Active
Shodan;Shodan OSINT Search;OSINT;https://www.shodan.io/;Active
Censys;Censys OSINT Search;OSINT;https://search.censys.io/;Active
ThreatMiner;ThreatMiner Data Mining;OSINT;https://www.threatminer.org/;Active
URLScan;URLScan Website Scanner;OSINT;https://urlscan.io/;Active
Pulsedive;Pulsedive Threat Intelligence;OSINT;https://pulsedive.com/;Active
CyberGordon;CyberGordon URL Reputation;OSINT;https://cybergordon.com/;Active
AnyRun;Any.Run Interactive Sandbox;SANDBOX;https://any.run/;Active
Triage;Triage Malware Sandbox;SANDBOX;https://tria.ge/s;Active
JoeSecurity;JoeSandbox;SANDBOX;https://www.joesandbox.com/analysispaged/0;Active
